timestamp,datetime,cpu_temp,vulcan_s1_temp,vulcan_s2_temp
1766489023.6271155,2025-12-23 19:23:43,89.0,60.7,61.2
1766489035.2684324,2025-12-23 19:23:55,89.0,60.7,61.2
1766489046.7104514,2025-12-23 19:24:06,89.0,60.7,61.2
1766489056.8321025,2025-12-23 19:24:16,87.0,61.0,61.5
1766489067.2524192,2025-12-23 19:24:27,89.0,61.0,61.5
1766489077.0195503,2025-12-23 19:24:37,87.0,61.0,61.5
1766489087.5907094,2025-12-23 19:24:47,90.0,61.0,61.5
1766489098.9104483,2025-12-23 19:24:58,87.0,61.0,61.7
1766489108.5185325,2025-12-23 19:25:08,89.0,61.0,61.7
1766489119.3054295,2025-12-23 19:25:19,87.0,61.2,61.7
1766489131.3094466,2025-12-23 19:25:31,87.0,61.2,61.7
1766489141.928205,2025-12-23 19:25:41,89.0,61.2,61.7
1766489151.9407706,2025-12-23 19:25:51,90.0,61.2,61.7
1766489161.612776,2025-12-23 19:26:01,89.0,61.2,62.0
1766489171.202411,2025-12-23 19:26:11,87.0,61.2,62.0
